style,songName,調性,Ynote
江南風格-民歌・江蘇,蘇州景,C,A508A508A508G508A502A508C608A508G508G508E504D508E502E58.G516A508C608G508A508E508G508G508C504D508E508E516G516D508C508C508A404G408A402E508E508E516D516C508D502E508G508D508C508A408C508G408A408C508C504D508C502E508G508A508C608G508A508E508G508G508C504D508E508G508D508C508A408A404G408A44.G508A508A5080008G508C608C6080008G508A502
江南風格-民歌・江蘇,a九里山前（二）-蘇州,C,A508C608A508G508A508G508A504G508C608A508G508G508E504D508E502E508E504C608A508G508E508D508C516D516E516G516E516D516C508C508A404G408A402E516C58.D504G508E504D508G508E508D516E516C516D516A408C508G408A408C508C504D508C502G508G504C608A508G508E508D508C516D516E516G516E516D516C508C508A404G408A4020002
江南風格-民歌・江蘇,a孟姜女（四）-蘇州,C,G608A508C608D608E616G616E616D616E616D616E608E616G616A616C716A616E616G616A632E632G616E616D64.C716A616A616G616G6S.A632E616D616C616A516C616D616E616D616E608G616E616D616C616A516G516C616D616G502E616E608G616C604D616E616C616D616E616D616E608G616E616E616G616C616D616E616G616C608A504E616D616C608G616E616D68.C616G516E516G516A516C608G616E616D616G632E632D616C616A516G516C616D616G502
江南風格-民歌・江蘇,a孟姜女（五）-蘇州,C,C616A516C604D608E616G616E616D616E604E616G616A616C716A616E616G616E616D602C716A616A616G616G616A616E616D616C616A516C616D616E68.G616G616E616D616C616A516G516A516C616G502A516C616G516A516C604D616E632D632C616D616E604G608E616D616C6S.D632E616G616D616B516A54.C608G616E616D608C616A516G516E516G516A516C68.E616D616E616D616C616A516G516C616A516G502
江南風格-民歌・江蘇,a茉莉花（一）-六合縣,C,E516D516E516G516A516G516C616A516G516E516G504A508C608D616E616D616C616A516C616G502G516E516G504A508C608D616E616C616A516G508G508D508E516G516E516D516C516A416C54.E516D516C508D58.E516G508A516C616A508G508G516E516D508E516G516E516D516C516D516A404C508D58.E516C516D516C516A416C516A416G44.E516D516C508D58.E516G508A516C616A508G508G516E516D508E516G516E516D516C516D516A404C508D68.E616C616D616C616A516G516A516C616E616D616C616A516C616G5020002
江南風格-民歌・江蘇,a鮮花調（二）-蘇州,C,E508G508A508D608C616A516G504C616A516G516E516G504E508D504D504E5S.G532A516C616A516G516E516D516C516A416C504D508C516A416C504G508E508G504E516G516C68.A516A516G516E508G508D508E58.G516C502E516E532G532C508D58.E516G516A516C608A508G516E516D516E516G516A516E516G516E516D516C516A416C504A416C516D68.E616C6S.D632B516A516G516A516C608D616C616A532G532A516C616A516G54.E508G508A508D608C616A516G504C616A516G516E516G504E508D504D504E5S.G532A516C616A516G516E516D516C516A416C504D508C516A416C504G508E508G504E516G516C68.A516A516G516E508G508D508E58.G516C502E516E532G532C508D58.E516D608C608C616A516G508D516E516G516A516E516G516E516D516C516A416C504A516C616D68.E616C6S.D632B516A516G516A516C608D616C616A532G532A516G502
江南風格-民歌・江蘇,a鮮花調（四）（武鮮花）-蘇州,C,E508E516G516A516G516C632D632C616C616A516G54.E508E516G516A516G516C632D632C616C616A516G54.E508G54.D68.C616C616A532G532E508G508D508G516G532A532E516G516C502G58.C616A5S.G532E508A508G508D504C616C608E616D616A516C608C616A516G54.E508E516G516A516G516C632D632C616C616A516G54.E508E516G516A516G516C632D632C616C616A516G54.C608G54.D68.C616C616A532G532E508G508D508E508E516G516C502C608A508A516G516G516E516C58.E516D504E516G508E516D516A416C508C502
江南風格-民歌・江蘇,a蘇州景（侉侉調）-蘇州,C,G616E616E616D616A508E608D616C616A508G508E508C616D616E616G616D616C616A508C602E608C604D608E6S.G632E616D616E604G616E616E616D616C616D616E616G616D616C616A532C632D616G504C616A532C632A516G516E504G616A516C604D608D616C616A532C632D616G504A516A532C632A516G516G508E508E516D516E516G516A516G516A516C616A516E516G516A532G532D504G508G516G516G508D508A516A532G532E516G516C504
江南風格-民歌・江蘇,a姑蘇風光（大九連環）【疊斷橋】-蘇州,C,A504A508B508A58.G516E508G508A508A508A508D616B516A502D608C616D616E608D616E616C604D608B508A508A504B508A516A508G516F516G516E508G502C608D608D616C616A508G54.A508G516E516G54.D608D616C616E608D608C616A516C604A508D608D616C616E608D608C604D608B508B516D616A504B508A516A508G516F516G516E508G54.G516A516E58.D516C508A416C516D502G58.A516C608D608D616C616A516G516E504G508G516E516G508G516E516D58.E516G508A508E58.D516C504
江南風格-民歌・江蘇,a姑蘇風光（大九連環）【六花六節】-蘇州,C,D608E616D616C604D608E616D616C608A516G516E58.D516E508G508A516G516A54.C608D616E616D616A516C608G54.A508G516E516G54.E58.D516C508A416C516D516C516D54.G58.A516C608D608A5S.C632A516G516E504G516G508A516E508E516D516C504D504G516G508A516E508E516D516C504D504E508E508E508G508A508A516D616C616C608E516G54.A508E58.D516C508A416C516D502G58.A516C608C616D616A516C616A516G516E504D508E508D508C508A416C516A44.D68.E616C608D608A58.G516E504D508E508D508C508D604D616C616A516C616G5020002
江南風格-民歌・江蘇,a姑蘇風光（大九連環）【哈哈調】-蘇州,C,E508E516G516A508C608E5S.G532A516C616G504G516A516C616D616A516G516G516E516D516E532D532C516A416D504A508A516G516A508A508E516C616C616A516G504E508C608A516G516G516E516D516E532D532C516A416D504G516E516G504E516G516A516G532A532C616A516A516G516G516E516G508D508E508A408C508D508C504D604C616D616C616A516G516A516C616E616D616C616A516C616G5020002
江南風格-民歌・江蘇,a姑蘇風光（大九連環）【湘江浪】-蘇州,C,D58.E516G516G58.F504G504D58.E516G508A508E58.D516C508A408D508G508F508E508D502D58.E516G516G58.F504G504D58.E516G508A508E58.D516C508A408D54.E508G44.A408C502A504G504E58.D516C504E508D508E504E504D508C508A404G404G404A408C508D54.A408C502G504G504F504G504A58.C616A508G508F58.G516E504D58.E516G508A516G516E508D508C508A408D508G508F508E508D5020002
江南風格-民歌・江蘇,a姑蘇風光（大九連環）【剪靛花】-蘇州,C,A508C608E508D516E516G54.A508C608A508E608D608C616A516C64.C68.D616E608G616E616D604C608A516G516C608A508A516G516E508G502G58.A516C608A508E608D616E616C604D608D616C616E516G516A516C616G504G508E508E608D608C608D616C616A508A516C616E5S.G532A516C616A5S.G532E516D516C504E58.G516A516G516C616A516G504G508E508E616E608D616C608D608A508A516C616E5S.G532A516C616A5S.G532E516D516C5040002
江南風格-民歌・江蘇,a姑蘇風光（大九連環）【鮮花調】-蘇州,C,E58.G516A516C616D616E616C616A516G504A508G516E516G54.G5S.A532C616D616A516G516E508D5S.E532C516A416D504G516E516G504E516G516D68.C616C616A516G508G508D508E516G516E516D516C516A416C54.G508C508D504G504E508D508G504E508D508C616D616C616A516G504E516D516C508D504G504E508D508G504E508D508A516A508C616D6080008C616E632D632C616A516G5S.A532C616E616D616C616A532G532A532C632G5040002
江南風格-民歌・江蘇,a紫竹調（二）-常州市,C,G504A508C608A504G508E508G508D508E508D508C502A508A508A508G508A508D68.C616A508G54.A508E58.G516A508C608G502G508A516C616A516G516E508D502G504A508C608A504G508E508G508D508E508D508C502E508D508C508E508D502A508A508A508G508A508D68.C616A508G54.A508E58.G516A508C608G502G508A516C616A516G516E508D502E58.D516C508C508D502G504A508C608A504G508E508G508D508E508D508C502E58.G516A508C608G502G508A516C616A516G516E508D502E58.D516C508C508D502G508E508G504G508E508G504A508C608A508E508G504E508G508A508C608A508E508G504D508D508E508G508E508D508C502A508A508A508G508A508D608D616C616A508G5020002
江南風格-民歌・江蘇,a紫竹調（三）-蘇州市,C,G58.A516C608D608C616A532C632A516G516E504G508D508E508G508C502E508G508E508G508D516E516D516C516C516A416C508G402E5S.G532E516G516A516G516A516C616G502E5S.G532E516G516A516G516A516C616A516E516G504A508G58.A516C608D608C616A532C632A516G516E504G508D508E508G508C502C58.A416G58.E516D58.C516D504E508E516G516A508A408C58.D516B416A416G408A402C58.A416G508E508D58.C516D504A508C608A516C68.D604C608G508A508D608D616C616A508G502
江南風格-民歌・江蘇,a約郎約在月上時-蘇州,C,G5S.A532C616D616A516G516E508D516C516D504E508G5S.A532C616D616A516G516E508D516C516D504E508A48.C516A408C508G58.D516E508G508D516E516D516C516A416C516D516E516E508C54.D58.G516C508D508A516A508C616G516G508E532D532C58.A416G508E508D516C516D54.E508D508A404D508D516E516A408C508D508D516E516A48.C516G516E516D516C516C516G416A416C516C516A416G44.C58.A416G516A516F516E516D502E516E508G516A408C508C58.A416G516A516F516E516D516C516D504E516G516D516C516B416A416G4040002
江南風格-民歌・江蘇,a虞美人（二）-蘇州,C,G508A516C616A516G516E508D502D508C508D508G516E516D504D508E508A404C504G504E504D58.C516A416C516D516E516C502D508D516C516D508E508G508A508A516G516E516E516D508C508D508E508E516D516D54.E58.G516A408C508D508D516E516C504D5S.E532D516C516C516G416A416C516G402G508A516C616A516G516E508D502E58.G516A408C508D508D516E516C504D5S.E532D516C516C516G416A416C516G402
江南風格-民歌・江蘇,a小九連環-無錫,C,C608A508G6S.A632E608D602E608E616G616A508C608D68.E616C616D616C616A516G58.E516G504A508A516C616C616A516G508C608A504G508A502A508A516G516A508C608D68.E616C616D616C616A516G58.E516G504A508A516C616A508G508G602G608A616C716A616G616E608D68.E616G616E616G608E608C708A616G616E616D616C608C604D616E616C608C604D608B516D616B516A516G516E516G516A516C616B516A516C616D616G616E616G616C602A602A602G68.A616G608E608G608A616C716G608E608D616C616D616E616G604E608C708A616G616E616D616C608C604D616E616C608C604D608B516D616B516A516G516E516G516A516C616B516A516C616D616G616E616G616C602C608A508G6S.A632E608D602E608E616G616A508C608D68.E616C616D616C616A516G58.E516G504A508A516C616C616A516G508C608A504G508A502A508A516G516A508C608D68.E616C616D616C616A516G58.E516G504D68.E616C608A508G58.E516G504D68.E616C608A508G58.E516G504D68.E616C608A508G58.E516G504D68.E616C608A508G58.E516G504D68.E616C608A508G58.E516G504D68.E616C608A508G58.E516G504A508A516C616C616A516G508G602A508A516C616C616A516G508G602G608A608G608E608G608A608G608E608D68.E616G616E616G608E608C708A616G616E616D616C608C604D616E616C608C604D608B516D616B516A516G516E516G516A516C616B516A516C616D616G616E616G616C602A602A602G68.A616G608E608G608A616C716G608E608D616C616D616E616G604E608C708A616G616E616D616C608C604D616E616C608C604D608B516D616B516A516G516E516G516A516C616D616G616E616D616G616E616G616C6020002
江南風格-民歌・江蘇,a倒十郎（一）-常州,C,A516C616A516G516E58.G516A516C616A516G516E504E508E516G516E516D516C508G516A516G516E516D504E508E516G516A508G508E516E516E516C516D504A516A516A516E516G504E516E508G516A508G508C508E508D504C508C516A416G516A516G516E516D504D508B408D516B408G416A404B408B416D516B416A416G408A402
江南風格-民歌・江蘇,a倒十郎（二）一曲-太倉,C,A504G58.E516A504G58.E516E508G516G516G508E516D516C508G516E516D508D508E508G516G516G508E516D516C508G516E516D508D508G508G504A508E516G516E516D516C504D508D516D516D508G408A408D516B416A404
江南風格-民歌・江蘇,a倒十郎（二）二曲-太倉,C,A504G504A504G58.E516E508G508E516D516C508D58.E516D504G516A516E508G516A516E508A516A516A516E516G504A516A516A516E516G504G508G504A508E516G516E516D516C504D508D516D516D508G408A408D516B416A404G508G504A508E516G516E516D516C504D508D516D516D508G408A408D516B416A4040002
江南風格-民歌・江蘇,a楊柳青青（一）（玉美針）-蘇州,C,G516E516G504E516G516C616G516C608G504G516E516G504E516G516C616G516A516C616A5S.G532E516D516G516G508D516E516G516G516A416C502A58.G516E58.D516C5S.A432G516E516D508A408C516C508E516D516A416C508G402D616E616C608A516G516A516C616G516E516G504A516G516G516E516G504E516G516A516C616A516G516E508D508G508G516E516D516C516A408C502A58.G516E58.D516C5S.A432G516E516D508A408C516C508E516D516A416C508G402E516G516E516G516A516G516A516C616G516E516G54.E516G516E516G516E516G516E516G516C616G516A516C616A5S.G532E516D516E58.D516E58.D516C502A58.G516E58.D516C5S.A432G516E516D508A408C516C508E516D516A416C508G402
江南風格-民歌・江蘇,a楊柳青青（二）（玉美針）-常熟,C,E508G504E516G516A516G516A516C616G504G516E516G504E516G516A516G516A516C616G504G508G516D516E508E516A416C502G504G508E508D516E516D516C516A404C516C508E516D516C516C516A416G402E58.G516A516G516C616A516G502G516E516G504E516G516A516G516C616A516G504G508G516D516E516G516E516A416C502G504G508E508D516E516D516C516A404C508C516E516D516C516C516A416G402
江南風格-民歌・江蘇,a望郎（一）-崑山,C,G508A516G516E508G508A508A516C616G504A504A508A516C616A504G504E508G516G516E504G508A516G516E508G508A508A516C616G504A504A508A516C616A504G504E508G508E504
江南風格-民歌・江蘇,a望郎（二）-崑山,C,A504A508G508A504A508G508G508A508C608D608A54.G508A502G508A508C608D608A504G504D508E508G508A508E54.D508E502A508A504G508A508A504G508E508D508E508G508C504A404G508A508C608D608A504G504G508A508C608G508A502
江南風格-民歌・江蘇,a情郎一去無歸期（湘江浪）-蘇州,C,G58.E516C6S.D632C616A516G502G508G516G516A5S.C632A516G516E5S.G532E516D516C5S.B432A416C516D502G58.E516C6S.D632C616A516G502G58.E516A5S.C632A516G516E5S.G532E516D516C5S.B432A416C516D502C508D516E516C516D516C516B416A402G58.E516C6S.D632C616A516G502G516G516E516G516A5S.C632A516G516E5S.G532E516D516C5S.B432A416C516D502G58.E516C6S.D632C616A516G502G516G58.A5S.C632A516C616E5S.G532E516D516A4S.G432A416C516D502C508D516E516C516D516C516B416A402
江南風格-民歌・江蘇,a十雙拖鞋-太倉,C,C608A516C616A508C608G608G616E616D604E608G616G616G608G616A516A508C616C616C608A508G504A516C68.C608A516C616E608E616C616D604G608E616G616G608G616A516A508C616A516G5020002
江南風格-民歌・江蘇,a手扶欄杆（三）-蘇州,C,C508A408C504G508A516G516G504C608A516G516E516D516G516E516G516E516D54.D516C516D516E516G58.A516A516G516E516D516A404C508E508D516A416C508G402G516G532A532E516D516C504D516D532E532C516D516E58.E516G516E516D516C516A416C516D516E516D516C516A44.G508G508A58.G516D516E516G516A516E58.D516C516A416C508C516D516G516E516G516E516D508D516C516A416C516G402C508C516A416C508D508G516E516G504E508A516A508G516E516D516G516E516G516E516D54.D516C516D516E516G58.E516D516E516G508E516D516C508A508A516G516E516D516G516E516D58.E516D516C516A416C516G402
江南風格-民歌・江蘇,a送郎送到梳妝台（梳妝台）-蘇州,C,E516C516C516A416C508D508G508E54.C616A508G516G516E516E516C516D502D516C516D516E516G58.E516C616A516A516G516G516E516D516A416C58.E516D516C516C508G402E58.G516C504D516D516C516D516E504G516E508D516C5S.D532E516D516D5S.C532A44.G516E516G508A516C616A516G516E58.G516G516E516D516C516A516C616A516G516G516E516E516C516D58.E516D5S.C532C516A416G4020002
江南風格-民歌・江蘇,a亮月子照樓梢（泗州調）-常熟,C,G608G616G616E608E608D616E616D616C616A504C68.D616E608E616G616D608D604E616D616C604A516C616D616E616C604A508G508G508A516G516E504A508A504A508G504A516C616D616E616C604A508G508G508A516G516E5040002
江南風格-民歌・江蘇,a五更相思（一）（鬧五更）-江陰,C,E608E616G616E608E616D616E608E616G616E604E608E616G616E616D616C608G68.E616D604A508A516G516A516C616G516A516C68.D616C604G604E608D608G68.A616E608D608E608E616G616E616D616C608G68.E616D604A508A516G516A516C616G516A516C68.D616C604E608E616G616E616D616C608G68.E616D604A508A516G516A516C616G516A516C68.D616C604E608E616G616E616D616C616C616G68.E616D604E608G608G608C608D68.E616D604A508A516G516A516C616G516A516C68.D616C604A508A516G516A516C616G516A516C68.D616C604G616E616G608G608C608D602G616E616G608G608C608D602G608G616E616D604A508A516C616D604E608G608E608D608E608E608E608E616D616C608E608D604C608C616D616D608G508A504D608B508A502
江南風格-民歌・江蘇,a四季相思（四）（銀鈕絲）-蘇州,C,C68.A516C608G616E616D64.E608G68.A616C708D716B616A68.C716G616A616G616E616G608A616G616C608C608D6S.E632D616E616F616E616F616G616E68.D616C608G516A516B58.A516G516E516G516A516C616D616G616E616D616G616E616G616C602C68.A516C608G616E616D64.E608G68.A616C708D716B616A68.C716G616A616G616E616G608A616G616C608C608D6S.E632D616E616F616E616F616G616E68.D616C608G516A516B58.A516G516E516G516A516C616D616G616E616D616G616E616G616C602G68.A616G616A616G616E616D68.E616C608G616E616D616E616D616C616C608A508A508D608C608A508C608A516G516C616A516E608D64.E608G68.A616C708D716B616A68.C716G616A616G616E616G608A616G616C608C608D6S.E632D616E616F616E616F616G616E68.D616C68.D616B58.A516G516E516G516A516C616D616G616E616D616G616E616G616C602A68.C716G608E608D68.E616C608E608D6S.E632D616C616C608A508A508D616E616A516B516A516G516E516G516E508G504G58.A516C608D608A516C616G508A504G608G616E616D616C616A532C632D616D616C616A516G516G504A508C608A508G508E616G616E64.D68.C616D608E608G604A6S.C732A616G616E6S.G632A616C716A616G616E616D616C64.D608B58.A516G516E516G516A516C616D616G616E616D616G616E616G616C602C68.A516C608G616E616D64.E608G68.A616C708D716B616A68.C716G616A616G616E616G608A608A508C608D6S.E632D616E616F616E616F616G616E68.D616C608G516A516B58.A516G516E516G516A516C616D616G616E616D616G616E616G616C6040008A608G608A616C716A616G616E616D616C608D616E616C604G608A516G516E508G508A58.C616G508A508A68.C716G608F608E68.D616C608G516A516B58.A516G516E516G516A516C616D616G616E616D616G616E616G616C602A616A68.A616A608E632D632C616C608D616G6S.A632G616E616E608C604E608D68.C616A504A504C608A508D608C608A516C616G508D616E616E64.G608C608D608E608G604A6S.C732A616G616E6S.G632A616C716A616G616E616D616C602
江南風格-民歌・江蘇,a姐在高樓繡荷包-江陰,C,A58.C616A516G516E508G54.A508C608D608E616D616E616D616C602C68.D616E608G608D604C608G508A58.G516E508D516E516G502E608G608E608D608G604E608D608C608D608E608D608C604A516C616G508G508A508C608D608A508G508E508D508C54.D508C502E508E516G516A508C608G504G508E508E508G508A508A508G508D508E508D508C54.D508C502
江南風格-民歌・江蘇,a姐在高樓繡荷花-江寧,C,D608E604C608D608E64.E604E608D608C608C64.C608D608E608G608D604C604G508A508C608E508G502D608E604C608D608E64.G608E608D616E616C608A58.C616G504A508C608D608C608A502D608C608D608E608G608A608G608E608E608G608E608C608C602G68.E616D608C608A58.C616G504G68.E616D608C608A58.C616G504A508C608D608C608A502
江南風格-民歌・江蘇,a繡荷包（一）-無錫,C,A508C608D616E616C608C616A516G54.E58.G516A508C616A516G516E516G54.D608C608D608C608D608C608E508G508A58.C616E508G508A502G516E516G516A516C68.A516G516C616A516G516E504G508A516C616A516G516E508G516E516D54.A508A516G516A508C608E508G508A58.C616E508G508A504A508E608D616C616A508G502G58.A516C604A516C616A516G516E504G508A516C616A516G516E508G516E516D54.D516E516G508A516G516E516D516C58.D516C504B508B516A516G516E516G516A516C608A516C616D616G616E616G616C602
江南風格-民歌・江蘇,a繡荷包（二）-無錫,C,A58.C616D616E632G632E616D616C616A516G504A516C616E58.G516A516D616C616A516C616A516G54.D608C608D608C608C616D616A516G516E516G516E508G508A516G516E508G508C608A54.G516E516G516A516C608D616C616G516C616A516G516E516G516E508E516G516A516C616A516G516E508G516E516D504G516E516D516E516G508A516G516E516D516C516A416D516E516C504
江南風格-民歌・上海,a種田經-金山,C,C604A508G508E508E504G508A508C608A508G508E502A504G508E508G504A58.G516G504E508D508C508C54.
江南風格-民歌・上海,a橫沙土產數勿清-寶山,C,C604G608E608D608E616D616C608A508C604D608E608D602D608E608D608A508G502C608A508C608C616D616E64.G608D608E608D608A508C602C604G608E608D608E616D616C608A508C604D608E608D602C608E608D608E608D608E608D608A508G502C608A508C608C616D616E64.G608D608E608D608A508C602
江南風格-民歌・上海,a九連環調（一）-市區,C,C608A508G608E608D602E68.G616A508C608D68.E616C608A508G502C608D608C608G508A502A508C608A508C608D608E608C608A508G502A508C608A508G508E602G608A608G608E608D608E608G604A608G608E608D608C602
江南風格-民歌・上海,a十姐梳頭（一）-嘉定,C,G516E516G504A508C608D616E616D604C608D616E616D608C616A516D616C616A516E516G504D608C608D608C608E516G516A516C616G504C616C608D616A516C616G508A516G516E516D516C504E58.G516A516G516A516C616G502C616C608D616A516C616G508A516G516E516D516C504
江南風格-民歌・上海,a十姐梳頭（二）-寶山,C,A58.G516E508D516E516G502C604D608E608C602C608D608E604D608E608C604A58.G516E508D516E516G502G58.A516C604D608C608A508G508E508G508A508C608G502C604G508C608A504G504E508D508C504E54.G508A508G516A516C608A508G502C604G508C608A504G504E508D508C504C502
江南風格-民歌・上海,a十個才郎（倒十郎調）-南匯,C,E504G504A504G504E508G508E508C508G508E508D504E508A508G508G516E516C516D516G516E516D504G508G504C608A508A516G516E504G508G516A516E508D508C502E504G504A504G504E508G508E508C508G508E508D504E508G508G508E516D516E508A508G508G516E516C516D516E516G516D504G508G504G508A58.G516E504G508G516A516E508D508C5020002
江南風格-民歌・上海,a長工調-青浦,C,C508C504D508C608C608A508G508G504E508D508C502G508G504A508A508G508G508E508E504D508C508A402C508C508C508D508A508A508A508G508E504D508A408C508C54.G508G504A508A508G508E504E504D508C508C502
江南風格-民歌・上海,a下盤棋調-市區,C,A508G508E508D516E516G502A508G508E508D516E516G502G58.A516C604D604C604A508A516G516E508D516E516G502G58.A516C604D608C608A508G508E508G508A508C608G508A508G508E508D508C508D508E508G508A508G508D508E508G508E508D508C502A508G508A508C608G508A508G508E508D508C508D508E508G508A508G508D508E508G508E508D508C502
江南風格-民歌・上海,a馬頭調-市區,C,A508G508E508D516E516G502C608A508D608A508C602C608A508E608D608C608E608D608C608A508G508E508D516E516G502G508A508C604D608C608A508G508E508G508A508C608G502D608C608G508C608A508C608G508A508E508D508C504E508G508A508C608G508A508G508E508D608C608G508C608A508C608G508A508E508D508C504
江南風格-民歌・上海,a知心客調-市區,C,A508G508E508D516E516G502A508C616D616E608D608C602C608C616D616E608G608D608E608D608C608A508A516G516E508D516E516G502E608E616D616C608E608D608E608D616E616D616C616G508G516A516C608A508G504G508A508E608D608C608D616E616A508C608G508A508E58.D516C504G508G516A516C608A508G504G508A508E608D608C608D616E616A508C608G508A508E68.D616C604
江南風格-民歌・上海,a大打扮-金山,C,C608A516C616A516G516E516D516G54.A508C608A516C616D608E616D616C602C68.D616E608G616E616D608E616D616C608A516G516C68.A516G516A516G516E516G502G58.A516C68.C616D616E616D616C616A504E504A58.C616G502D58.E516G508C608A516C616A516G516E516G516E516D516E516G516E516D516C504C502E508G508A508G516A516C608C616A516G58.A516G516A516G516E516D58.E516G508G516C616A516C616A516G516E508D508E516G516E516D516C502
江南風格-民歌・上海,a小拜年-松江,C,C604C608E508G54.A508C604E608D608C602C608D608E608E608D604C608A508G504A508E508G502D604C604D608C64.E504A504G502C608C604D608A504G504E54.D508C502E54.G508A508G508A508C608G502G502C608C608C608D608A504G504E54.D508C502
江南風格-民歌・上海,a新花棍調-市區,C,D68.E616C608C608D68.E616C604G58.A516C608D608A502A508C608A508G508D508E508G508A508G508D508E516G516E516D516C502E508C508D504G508E508D504G508A516C616G508E508G508E508D504D608E608D608C608D608C616D616A508G508G508D508E508D508C502D608E608C608C608D608E608C604G508A508C608D608A502A508C608A508G508D508E508G504G508D508E516G516E516D516C502E508C508D504G508E508D504G508A516C616A516G516E508G508E508D504D608E608C608C608A58.C616A508G508D608D616E616D608C608A508C608A504G508A508G508E508D508C508D504G508G508G508A508D68.E616C604D608E608C608A508G54.A508E608D608C608D608C602
江南風格-民歌・上海,a銀絞絲調-市區,C,E608G608E608D608C608D608C604C608C616A516G508C608A502D604D608E608G604E608D608C608A516C616D608E608C602C608A508G508C608A502C608A508G508C608A502D604D608E608G604E608D608C608A516C616D608E608C602C608A508C608A508G516A516C608A58.C616D608G608E608D608C602
