style,songName,調性,Ynote
江南風格-民歌・上海,a八段景-市區,C,D608E608C604D608E608C608B508A508G508A508C608G502G508A508C604A508G508E504G508D508E508G508C502E508G508A516G516A516C616G502E508G508A516G516A516C616G502G508A508C608D608A508G508E504G508D508E508G508C502E508D508C508E508D502E508D508C508E508D502G508A508C608D608A508G508E504G508D508E508G508C502
江南風格-民歌・上海,a夸夸調-市區,C,A508G508A508D608C68.A516G504A508C608C608G516A516C602C608C604D608E616G616E616D616E68.D616C608E608D608C608A58.C616G504A516C616A516G516E504C608C604D608A58.C616G504A516C616A516G516E504E58.G516A508C608G508E508D504G508C608A508G508E58.D516C504
江南風格-民歌・上海,a東鄉山歌-上海,C,G504G508E508G504A504C604E608D608C608A508G504G504G508E508G504A508C608G508A508E508D508C502E504G508E508C604E608D608D608C608A508G508E502A504G508E508G504A508C608D608C608C608A508G502G58.A516G508E508D54.E508A508G508C608E508D502C604E608D608D608C608A508G508C608D608A508G508E502A504G508E508G54.A508C602D608D608C68.A516G502G508A516C616E58.D516C5020002
江南風格-民歌・上海,a九行十八鎮-南匯,C,E508D508E508G508A508D608C608G508A508G508A508G508A502A508D608C608A508G508A508G508A508G508E508D508C508D502E508G508E508G508E508G508A508C616A516G502G508A508A508G508G508A54.G516E516D54.D5020002
江南風格-民歌・上海,a十房媳婦（東沙調）-崇明,C,E508E516G516A508A516G516A508C616A516G504G508A516C616E516E508A516G508G516E516D504E516G508E516E508G516A516A516G516E516D516C504E516D516E516G516E516D516C516D516E516D516E516G516D504
江南風格-民歌・上海,a下水漕朝夕曬鹽墩（香袋調）-南匯,C,E516D516E516G516A508A508C608A516C616G504C608A516C616G516A516C616D616A516G516E516G516D504G508G516A516C608A516C616G508G516E516G504C608A516C616G516A516C616D616A516G516E516G516D504E516D516C508D504D608D608C604C608A516C616G516A516C616D616A516G516E508D504E516D516C508D5040002
江南風格-民歌・上海,a瞎子算命-嘉定,C,C608E608D604C608E608D604C608E608D608A508G502C608C616C616C608C608C608E508G504C608C608C608C608C608E508G504G504A516C516A516G616E502
江南風格-民歌・上海,a採茶曲-南匯,C,G508A516G516E508D516E516G508A516G516E504D508E516G516E516D516C508D508E516G516D504D508E516G516E516D516C508D508E516G516D504E508E516G516A508A516G516C516D516E516G516D504D508A408C516D516C516A416G404G404D508A408C516D516C516A416G402
江南風格-民歌・上海,a鳳凰調-市區,C,A508A516C616D608D608G608E616C616D604D608E616G616E608E616D616C616D616C616A516G504G68.G616A608G608A616G616D616E616G68.E616D608D616E616A508G516A516C608C616A516G504
江南風格-民歌・上海,a大補缸-市區,C,G68.G616G608G608A608E608G604G608G616E616D608G608E616D616C608D604D616E616G608D616E616G608E616D616C608D604E608E616E616E608E608A516C616D616E616C608C608C616D616C616A516G504A516G516A516C616G504G516A516C608G516A516C608A516G516A516C616G504
江南風格-民歌・上海,a月兒漸漸高-市區,C,E508G508A516G516A516C616G502G508C608A516G516E516G516D502G508E508G504D508E516G516E508D508C508D516E516D516C516A416C516G402
江南風格-民歌・上海,a鮮花調（一）-市區,C,G508E516G516A516D616C616A516G502G508E516G516A516D616C616A516G502E508G504A508D604C608A508G508D508E516G516E516D516C502E516D516C516E516D58.E516G508C608A508G508G508D508E516G516E516D516C502A608D508C616D616C616A516G58.A516G504
江南風格-民歌・上海,a鮮花調（二）-松江,C,G516E516E516G516A516G532A532C616A516G54.A508G516E516E516D516A516G532A532C616A516G502G54.E516G516A508C616D616A516G516E508C6S.A532G516G516A516G516E516D516C502G508G516C516D508D516E516G508G516C616A508G516E516D516E516G508G508E516G516C508C516D516A408C508D58.E516D508C516A416G402G508G516C516D508D516E516G508G516C616A508G516E516D516E516G508A516G516E516G516C508C516D516A408C508D58.E516D508C516A416G402
江南風格-民歌・上海,a茉莉花調-上海,C,G516E516E516G516A516G516C616A516G502G516E516E516G516A516G516C616A516G502G516E516G504E516G516A508C616A516A508G508C616A516A516G516G516E516E516D516C502D516E516D516C516D508E516E516G508C616A516A508G516E516D516E516G508A516G516E516D516C508C516A416A408C508D508G516E516D516C516A416C516G402
江南風格-民歌・浙江,a孟姜女-杭州淳安,C,C608C604D608E608D608E604G608A608G608E616D616D64.E608G608G604E616D616C608D608E608G616E616D608D616C616A516G516A508G502G508G516A516C604D604E604D68.C616A508G508A54.C608D608D604C616A516G508A508C604D616E616D616C616A516G516A508G502
江南風格-民歌・浙江,a梳妝台（二）-杭州,C,C58.A416C508D508E502E508C508D508E516D516D502D508D508E508E516E516A408C516A416G404A408C516C516C508A408G402G508E516D516C504D504E504E508E516C516D508E508D58.C516A404D508D508E508D516E516A408C516A416G404A408C516C516C508E508D504D516C516A408G4020002
江南風格-民歌・浙江,a十二想郎（梳妝台調）-杭州建德,C,C508C508C508A408G508G516G516A504G58.A516G508E508D502G508E516G516A504G508E508D504C508D508C508A408G402C508G416A416C508A408D508D516C516E504D58.E516C508C508A402G508E516G516A504G508E508D504C58.C516C508E508D508D508C508A408G4020002
江南風格-民歌・浙江,a勸同胞（梳妝台調）-嘉興平湖,C,G516C616A516A516G516A516A516E516G502A516C608A516G508A516G516D502G508G508A58.C616G508A516G516E508D508E516G516E516G516D516C516A416C516G402C608C616A516G508G508E516G516A508G516E516E508E516G516A516G516G516E516E516C516D502D516D58.E58.G516D516E516D516C516A404G516G516G516E516E508G516E516D58.E516D516C516A416C516G4020002
江南風格-民歌・浙江,a下盤棋（二）（碼頭調）-湖州安吉,C,A508G508E508D516E516G54.G516E516A508G508E508D516E516G502G508A508C604D608E616D616C608A508A508G508E508D516E516G502E508D508E508G508A508G516A516C604E58.G516A508A516C616G502E516D516C508D508E508G508G504D508E508G508E508D508C502E58.G516A508C616A516G58.E516G504E516D516C508D508E508G508G504D508E58.G516E508D508C502
江南風格-民歌・浙江,a蘇州內河船（碼頭調）-杭州,C,A58.G516E508D516E516G504G508A508C608A516C616D608E616D616C602C68.D616E608E608D604C608G508A504G58.E516G502D604C608A508D604C608A508G508A508C608D608A502C604C608D608A504G508G508E58.G516E508D508C502G58.G516G508C608A504G508E508D508E508G508C608A504G508D508E508G508E508D508C502
江南風格-民歌・浙江,a摘胡瓜（碼頭調）-杭州臨安,C,A508G508E508D516E516G54.A508C608A508D608E608C602C608D608E608G608D604C608A508A508C608A516G516E508G502G508A508C604D604C608A508G508A508C608D608A504G508E508D508E508G504A508G508E508D508E58.G516E508D508C502
江南風格-民歌・浙江,a掏荸薺（碼頭調）-杭州,C,C604D608E616D616C604C608A508G58.A516C608A508C602C68.D616G608E608D608C608A508G508A508A516C616A516G516E508G502E58.G516E508G508A508G508A504G58.A516C608D616C616A502D68.E616C608C608A508G504D508E508E516G516E508D508C502
江南風格-民歌・浙江,a楊柳青青（鮮花調）-湖州,C,E608E616G616A616G616A616C716G616E616G64.E608E616G616A616C716E616D616C616A516C64.E608G604E616G616A616G616A616C716A608G608G608D608E608G608C608C64.G608A616C716G616A616G616E616D616E616D616C616D604G608A616C716G616A616G616E616D616E616D616C616D604C616D616E616G616D616C616A516E516G502C616D616E616G616D716C716A616E616G602
江南風格-民歌・浙江,a叫化五更（五更調）-杭州,C,A504A508G508A504C604E508D508E508G508A54.C608G508C608A508G508E502E508D508C508E508D502G508A508C604A508G508E504G508D508E508D508C502D608E608C604D604C608A508G508A508C608D616C616A502D58.E516G508A508G508D508E508D508C502C502
江南風格-民歌・浙江,a三番十二郎（一番）-杭州,C,G508G504G508A508C608A508G508E508A508G508E508G508E508D504E508G508E508E516D516C508D508C504G508G508C508C508C508C508A408A408C508C504D508E508D508E504D508E508D508A408C508C508C508A408G502G502
江南風格-民歌・浙江,a吾唱山歌（四方調）-湖州,C,E508E516G516A508A516G516A508A508A508G508A508D608C616D616C616A516G516E516G54.G508C608A516C616A516G516E516G516D516E516G516E516G508G508A516C616A516G516G516C516D508E508D504D516E516D516E516G504A516C616A516G516E504D508E516G516E516D516C508A502G508C608A516C616A516G516G508D516E516G516E516G508G508G516C616A516G516G516C516D508E516G516D504
江南風格-民歌・浙江,a愛四方（四方調）-嘉興桐鄉,C,A508A508A508G508A508A508A504A508D608C616D616C616A516G58.E516G504G508C608A516C616A516G516E516G516D516E516G504G508A516C616G508C508D508E516G516D504D58.C516D508E508G508A516C616A516G516E508D508E516G516D516E516C508D516C516A44.G508C608A516C616A516G516E516G516D516E516G504G508A516C616A508C508D508E516G516D504
江南風格-民歌・浙江,a四季望郎（四方調）-湖州,C,E508E516G516A508A516G516A54.G508A508D608C616D616C616A516G516E516G54.G58.C616A5S.C632A516G516E5S.G532D516E516G504G508A516C616A516G516G516C516D508E516G516D504D58.E516G504A5S.C632A516G516E504D508E516G516D516E516C508D516C516A44.G508C608A516C616A516G516E5S.G532D516E516G504G508A516C616A516G516G516C516D508E516G516D504D58.E516G504A5S.C632A516G516E504D508E516G516D516E516C508D516C516A44.
江南風格-民歌・浙江,a小小金魚（一）（八段錦調）-湖州長興,C,A516G516A516C616G508E508A508G516A516C604A58.G516A516G516A516C616G516E516G54.G58.A516C608B508A5S.C632A516G516E504G508D508G508A508G508C54.E516G516E516D516C516D516E516G516D516C516D54.G516A516E516D516C516D516E516G516D516C516D54.G5S.A532G516A516C604A508A516G516E504G508G516D516E508G508G516A516C54.G58.A516G508E508D516E516C508D504G58.A516G508E508D516E516C508D504G58.A516C608D616C616A516C616A516G516E504G508G516D516E508G508G516A516C54.
江南風格-民歌・浙江,a十杯酒-杭州臨安,C,G608A616G616E608D616E616G608A616G616E604G608C708A608G616A616C68.D616E604E608E616G616A608A616G616E608G616E616D68.C616E608E616E616D608C608A516B516A516G516A504C68.E616D68.C616E608E616E616D608C608A516C616A516G516A5040002
江南風格-民歌・浙江,a十月飄-杭州建德,C,C608C608E608E608D602C608A508C608A508G502C604E604D604C608A516C616A508G508A508C608G504G504C604C604D604D608C608A508G508A504G502E604G604E604G608E608E608D616E616C608C608D602E608D616E616G608E608D604D608C608A508G508C608A508G502C604E604D604C608A508A508G508A508C608G504G504C604C604D604C608A516C616A508G508A504G502
江南風格-民歌・浙江,a迎紅軍（十月飄調）-杭州淳安,C,G504E508D508G504E508D508E508C504E508D502G58.A516G508E508D54.E508C58.D516C508A408G402C504G508E508D508E508D508C508A48.G416A408C508G44.A408C508A408A408C508D508E508D508C508A48.G416A408E408G402E54.G508E504G504A504G508E508G504G504G58.A516G508E508D54.E508C58.D516C508A408G402C504G508E508D508E508D508C508A48.G416A408C508G402C508A408A408C508D508E508D508C508A48.G416A408E408G402
江南風格-民歌・浙江,a下四川-湖州長興,C,G508A408C508A408G44.A408C508D508G508E508D54.C516A416A408G404G416A416C508A416C516D504D508A404G408A402D508E408E416G416A408G402
江南風格-民歌・浙江,a十愛姐-湖州安吉,C,C58.A416C508C516A416C516D516E516G516E516D58.G516G516E516G516D508C516A416D516D508A416G404G416A416D516B416A404D516D58.G416A416D508D516D508A416G404
江南風格-民歌・江蘇,b道情調（二）（耍孩兒）-興化,C,A508A516C616G508E508D608C608E68.D616C68.A516G52.C604D68.E616A58.C616G508E508A58.C616C62.A508A516C616G508E508D608C608E68.D616C68.A516G52.C604D68.E616A508C608G504A508C608C616A516G508E502A504E58.D516C502E504G504A58.C616A508G508G58.E516D508C508C502A504C616A516G516E516D508C508E58.D516C501A504E58.G516G502C604D608C616A516E502E604E604D68.C616A508G508E58.G516E502G504A501G508E508G508A508C602A508G508C608A516G516E502C604D68.E616A508C608G508E508A58.C616C62.A504G508E516D516C502C616C608D616E608G608D608C616D616C616A516G508C68.A516G516E516E516D516C502A508C608C616A516G516E516D508C508E58.D516C501A508A508E58.G516G502D504E508G508D508E508A408C508E58.G516D52.A508A516C616G516E516G516A516C602C616C608D616C616A516G508E516D516C504D516E516G501
江南風格-民歌・江蘇,b鮮花調（一）-揚州,C,E504E508G508A508G508C608E508G54.C608A508G508E508D508G508E508D508C508E508A508G508E516D516C502A508C608G5040004E508G508A508G508C604A508G508E508D508G508E508D508C508E508A508G508E516D516C502A508G508G508E508D54.E508G508E508C604A508G508E508D508G508E508D504E508A508G508E516D516C508D508C5040004A508C608D64.E608C608E608D616C616A516C616G58.A516C604D608C608A516G516A516C616G5020002
江南風格-民歌・江蘇,b虞美人（一）-揚州,C,G508A516C616A516G516E508D508E516D516C508A408G508A516C616A516G516E508D54.E516D516C58.A416D508E508G508A516C616A516G516E508D516E516D516C516A408G416A416C54.A408C58.A416D508E508C608C608D608A516A516D608G508A58.G516G508G54.C608D64.D608A54.D508A54.A508C64.D64.A508C602A5020002
江南風格-民歌・江蘇,b送與我情郎-揚州,C,D68.E616C608C608D604C608A508G54.C608A502G508C608A508G508E502E58.D516C508E508D502G508E508C608D608A508G508E504G508G508G508A508C508C516A416C504G508G508G508A508C508C516A416C504D68.E616C608C608D68.E616C608A508G508G508G508C608A502E508D508C508E508D502G508E508C608D608A508G508E504D508E508D508C508A54.G508A5020002
江南風格-民歌・江蘇,b八月十五月儿光（跨金索）-泰興,C,C608C616G516A508A516G516E516D516E516G516A504C616C616D616A516G504G516A516C516C516D504A516C616A516G516A516C616A516G516G516A516C516C516D504G516A516C516C516D504G516E516G516A516C608C608G516E516G516A516C608C608G516E516G516A516C608C608G516C616A516G516E516G516E516D516E502
江南風格-民歌・江蘇,b六花六節（跨金索）-興化,C,D608D608C608C608D608D608C608G508C608D608C616D616A516G516E58.D516E504D608D608C616D616C616A516G54.A508G502E58.D516C508E508D502G58.A516C608D608A508C608C608A516G516E58.D516E504G508A516C616A516G516E508D508C508D504G508A516C616A516G516E508D508C508D504C68.D616C608G508C68.D616C608G508C608D608D616C616A508G54.A508E58.D516C508E508D502G508A508C608D608A508G508E504D508E508D508C508C608C604A508G508G516E516G508A508C68.D616C608A508G508C608A508G508E54.D508E5020002
江南風格-民歌・江蘇,b小小鯉魚粉紅腮（八段錦）-高郵寶應,C,D604C604D608D616E616C608A516G516C608D616E616C616D616A516G516E502G516E516G516A516C608D616E616C616D616A516G516E508D516E516G508A516C616A516G516E516D516C502G608E616D616C616A516G616E616D64.E616D616C608E516G516C616D616E508G502G516E516G516A516C608D616E616C616D616A516G516E508D516E516G508A516C616A516G516E516D516C54.D516E516G508A516C616A516G516G516E516D54.G616G616G608E616D616C616A516G616E616D64.C616A516G516E516G516A516C608D616E616C616D616A516G516E508D516E516G508A516C616A516G516E516D516C502
江南風格-民歌・江蘇,b探妹（一）-如皋,C,D508D508D508C516D516E516D516G516E516D504E516D516C516A416C5S.D532E516G516G516E516D516C516D504D508D508D508C516D516E516D516G516E516D504E516D516C516A416C516D516E516G516G516E516D516C516D58.D516D516E516G508A516G516E516D516G516E516D516E516C504C516D516C516A416G404G508G516E516D516E516D516C516A408G408C5S.D532E516E516G516E516D516A416C508D516E516C5020002
江南風格-民歌・江蘇,b探妹（二）-如皋,C,G508E516D516G508E516D516C516A416C516E516D504G508E516D516G516A516E516D516C516A416C516E516D504E516D516E516G516D516E516D516C516A416G48.C516A416C516D516G48.A416C516A416D516E516C502
江南風格-民歌・江蘇,b探妹（三）-如皋,C,A408A416C516D508D508G508A516C616A516G516E508E516G516C508D516E516G508G516E516D54.A408A416C516D504G508A516C616A516G516E508E516G516C508D516E516G508G516E516D54.G516E516G516A516A516G516E516D516G58.E516D516E516D516C516A416C516A416G416G404D516D516D516C516A408C508C516D516C516A416G404G516E516G516A516A516G516E508D516E516C54.0002
江南風格-民歌・江蘇,b探妹（四）-興化,C,G516E516C616A516G516A516E516D516G516E516C616A516G516A516E516D516C516D516A408C516D516E508G516E516D54.G516E516C616A516G516A516E516D516G516E516C616A516G516A516E516D516E516G516A408C516D516E508G516E516D54.G516E516G516A516A516G516G516E516G516E516D516E516C58.D516G508A408G404C508A416C516D508E508G416A416G404G416A416C508A416C516D508E508D516E516C54.0002
江南風格-民歌・江蘇,b探妹（五）-如皋,C,E508C508D508E508G508A508A516G516E508E516D516C508D516E516G516E516E508D54.E508C508D508E508G508A508A516G516E508E516D516C508D516E516G516E516E508D54.G58.A516G508E508D58.E516C508D516E516A408G404A408E516D516E516G516D516E516D516C516A408G408E516D516E516G516D516E516D516A416C504
江南風格-民歌・江蘇,b探妹（六）-通州,C,G504A508C608E504D508E508G504A508C608G504A404G504C508C508D508E508G504G504D504D502G504A508C608E504D508E508G504A508C608A502G504C508C508D508C508D508G508G504D504D502G504E508G508G504C504E502D54.A408C508D508C508A408G402A404G408A408C504D508E508G44.E408G402C508C508A408C508D504E508G508G508A508C504C502
江南風格-民歌・江蘇,b拉小會-如東,C,0004000400040008D508D508D508D508D508E504E504E508E508D508C508A404A408C508D52.D508D508E508D508E508E508A404A408E508E504D508C508A404G404A408C508C508D516C516A402D508D508D508D508E504D504E508E508D508C508C508A408A408C508D52.D508A408E508D508E508E508A404A408E508E504D508C508A404G404A408C508C508D516C516A402
江南風格-民歌・江蘇,b十二月魚鮮（拉小會）-如東,C,D508D508D508D508G508G508E508D508E508D508E508G508C504A408C508D502D508D508D508D508G508G508E508D508E508D508E508G508C504A408C508D502G508E508D508C508A404C508D508E508G508D508E516D516C508A408G408A408C508A408D508C508A402A402D504D504D504D504E58.G516E508D508C508C508A408C508D502G508E508D508C508A404C508D508E58.G516D508E516D516C508A408G408A408C508A408D508C508A402A4020002
江南風格-民歌・江蘇,b青青秧苗藍藍的天（拉小會）-如東,C,D608D608D608D608E608E608D608E608D608D616E616D608C608A504A508C608D601D68.E616G608G608E604D608E608D604D604A504G504C604C604A502D608D608D608D616E616G68.E616E608D608D608G608D608C608A504A508C608D601D68.E616G608G608E64.D616E616D604D604A504G504C604C604A502
江南風格-民歌・江蘇,b高郵西北鄉（一）-高郵,C,A408A416C516D504E508G516E516D504E516E516E516G516A408A416C516E508D54.G508F516G516A58.G516F516G516A508G504G508A516C616A516G516E508D508C508D516C516D516E516G508F516G516A58.G516F516G516A516C616G58.E516D508C516D516A408G408G58.E516D516E516C516D516A402
江南風格-民歌・江蘇,b高郵西北鄉（二）-高郵,C,A508C608D604A508C608D604A508C616C616A508C608E616D616C616C616D604G616E616G608A68.G616E616G616A616G616G608E608E616G616A616C716A616G616E616G616D616E616C616A516D604D602D616E616G616A616E616G616E616D616C616D616A504A516C616D68.E616D616C616A508G54.A516C616D602D616E616G616A616E616G616E616D616C616D616A504A516C616D68.E616D616C616A508G502
江南風格-民歌・江蘇,b想煞張家十個郎（十儿郎）-如東,C,G608G616A616G616E616D608G608G616A616G616E616D608E608G608A58.C616D68.E616D604G608E616G616A608G616E616E616G616E616D616G604E616G616G616E616G604G616G616G616G616E616D616G616E616D608D608C608A516A516G608A508C608A516A516G608A508C616A516C616D616G608G616E616D608D608C616C616C616D616C616A516G508A508A508D608D608E508E516G516A508A508G516A516B516D616A508A516G516A5020002
江南風格-民歌・江蘇,b正月裡什麼花人人愛（新楊柳青）-如東,C,D58.E516G508G508A508G508E508D508C508A408E504D504A48.C516D58.E516C516D516E508D502D58.E516G508G508A508G508E508D508C508A408E58.E516D58.E516D516C516A408A404G48.A416C508C508C508A408E504G48.A416C508C508C508A408E504G408A408C508C508C508A408C58.D516E508G508D502E504A48.C516D58.E516D516C516A408G404A416G416A416C516G402
江南風格-民歌・江蘇,b西庄的姐姐來送行（楊柳青）-揚州,C,C608A508G508E508C608A508G508E508A508C608G508A508G504E508C508D508E508D508C508D502D58.E516G508G508C604D616C616A508G508E508G508E508D58.E516G508A508E58.G516E508D508C508C508C504G508E508G508A508C508C508C504E58.G516A508C608C508C508C504A508C608A508G508A508C608A508G508C608C616C616C608A508G508E508G508A508C604D608C608A508G508E508D508C508C508C5040002
江南風格-民歌・江蘇,b女兒的心事娘猜想-如東,C,G516E516C616G516A504G516A516C616D616A516G516G516E516D516E516C508D504G508D516E516G508G516A516D508G516E516D516E516A408C516C516C516D516E516D516E516G516D516E516D516C516C516G416A416C516G402C508C516A416C58.D516G516E516C616G516A504G516A516C616D616A516G516G516E516D516E516C508D504G508D516E516G508G516G516D508G516E516D516E516A408C508D516D516E516D516E516G516D516E516D516C516C516G416A416C516G4020002
江南風格-民歌・江蘇,b思郎心也碎（湘江浪）-揚州,C,G504A516C616A516G516F504G504G504A516C616A516G516F504G508E508D508D504G508E508D516C516A408C508D508D504E508D502G504A516C616A516G516F504G504G504A508G508F504G504D508D508D508G508E508D516C516A408C508D508D504E508D502D58.E516G508E508D508C508E508D508C5020002
江南風格-民歌・江蘇,b明月照湘江（湘江浪）-寶應,C,D508D508G516E516A516G516D516D508D516G508C508D516E516D54.G508A516G516F508G508D516D508D516E516D516C508D516E516D54.G516G516A416C516D516G516E516D516C508C54.G516G516A416C516D516G516E516D516C508C54.A408E508D504C58.A416C58.A416C58.A416C58.A416C508D516E516D516C516A408G408A408G4040002
江南風格-民歌・江蘇,b送郎（三）-海門,C,C504C516A416G408C504D504G508A508G508E508D504D504E508G508G508E508D504C504A408C508D508E508C508A408G404A408C508C508A408G504G504A508C608G508E508D508C508A404G408G508G508E508D504C504A408C508D508E508C508A408G404
江南風格-民歌・江蘇,b正月裡思郎瞟燈花（送子啦調）-如東,C,A516A516A516C616E516G516A516C616A516C616G508A504A516C616G508E504A516A516A516C616E516G516A516C616A508G516E516D504D504E516G516A508E516G516A516A516A508A516G516E58.D516E504
江南風格-民歌・江蘇,b紗窗外邊月清清（嘆五更）-如皋,C,C608G508A508C608E516G516E516D516E504C608G508A508C608E508E516D516E504C616C616C616C616D616E632D632C616A516G508G516E516C616A516A516G516G516G516G516A532G532C508C508E516D516C516E516D504G508G516E516D504G508G516E516D504C58.D516E516G516A508A516G516G516E516D504C616A516A516A516A508D608D616C616A508G516C616A516G516E508G54.A516C616G504A508C58.D516E516G516A508A516G516G516E516D504
江南風格-民歌・江蘇,b閨中思（五更鼓而冬）-通州,C,D68.G616E616D616C608D616E616D604E608C608C616A516B516A516G516A516C602C616A516C604D608E616G616E616D616E68.D616C608E616E616D608C608A58.C616G504E58.G516A516C616G516A516C616D616B516A516G504E58.G516A516C616G516A516C602
江南風格-民歌・江蘇,b今年秋上要出門（五更鼓儿里）-如皋,C,A516C616G516G516A508D608C616D616C616A516G58.E516C616C616C616D616C616A532G532A516G516G516E532G532E516D516E504A516C616A516G516A508D608D616C616A516C632A532G504C616C616C616D616C616A532C632A516G516G516E532G532E516D516E504G508C508D58.E516G508G516C616A516C632A532G516E516G516G516G516A516G508G516E516D508E516G516D516E516D516C516C608E608D616C616A516E516G502
江南風格-民歌・江蘇,b五更相思（二）（鬧五更）-海門,C,C68.D616E608E608E68.D616D608D6080004C68.D616E608E608E68.D616D608D6080004D68.D616E608C608D608D6080004D608D608D608D616D616D608D604E608C68.D616A508G508A508A504D608C68.D616A508G508A508A54.C608A516C616D68.E616C608A516C616D68.E616G68.E616D608E608C68.D616A508G508A508A54.
江南風格-民歌・江蘇,b五更相思（三）（鬧五更）-如東,C,D616E616G608G616E616D616D616D616E616G608G616E616D608D616E616G616G616G616A616C616A516G68.E616D604D616E616G616G616G616A616C616A516D608G616E616D604G68.A616G616E616D608D616E616G608G616A616C616A516G68.E616D604G68.A616G616E616D616E616G68.A616E604G608G608G608C616A516G68.E616D604E608G608G616A508C616D608G616E616D68.E616A508A516C616D68.E616C616A516A516C616D604G608G616E616D68.D616E616D616E616G616D604E616D616E616G616D616E616D616C616C616C616C616D616C616A516G516E516A508A508D608D616E616C616A516G516E516A508A508B516A516B516D616A516B516G508A502A502
江南風格-民歌・江蘇,b繡花繃-如皋,C,C608C608D616C616A508G54.C608A508G508E508D516E516G502D508D508E508G516A516C608D616E616C608A508G58.E516D516C516D516E516G502G516A516C616D616A508G516E516G516A516C616D616E504G516G516E516G516A516C616C616A516G508G504A508G54.A508G502A408C508D508E508A508G504A508C58.D516E516G516D508C502
